time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
0,0,0,0,1.38,18072,36.564,7.5388,5.1102,1283.6,518.67,551.02,1164.5,1059.1,14.623,16.053,184.69,1258.3,7678.4,1.0519,28.903,171.88,1258.3,7449.6,9.4494,0.013078,282.29,48,16.487,9.8924
1.005,0,0.0048077,1.9231,1.3804,17835,36.556,7.5396,5.1167,1283.7,518.67,551.02,1164.5,1059.2,14.623,16.054,184.71,1258.3,7678.4,1.0518,28.909,171.9,1258.3,7449.6,9.4513,0.013081,282.3,49.422,16.488,9.8929
2.01,0,0.0096394,3.8558,1.3805,17604,36.556,7.5398,5.1276,1283.7,518.68,551.02,1164.5,1059.2,14.625,16.055,184.72,1258.3,7678.5,1.0517,28.908,171.91,1258.3,7449.6,9.4554,0.013081,282.3,50.852,16.49,9.8939
3.015,0,0.014471,5.7885,1.3887,17389,36.444,7.5426,5.143,1286.6,518.69,551.03,1164.8,1061.3,14.627,16.058,184.95,1258.5,7679,1.0517,29.042,172.14,1258.4,7450,9.4563,0.013154,282.37,52.281,16.496,9.8974
4.02,0,0.019303,7.7212,1.4886,17890,35.235,7.8621,5.2997,1316.9,518.71,551.87,1174.9,1079,14.629,16.113,191.32,1275.2,7706.5,1.0542,30.057,178.29,1275.1,7471.1,9.3874,0.013795,284.93,53.711,16.86,10.116
5.025,0,0.024135,9.6538,1.575,18969,34.719,8.0325,5.5466,1338.6,518.73,553.79,1187,1087.2,14.632,16.221,198.8,1307.7,7745.7,1.0568,30.592,185.35,1307.7,7496.1,9.4337,0.014162,288.02,55.141,17.377,10.426
6.03,0,0.028966,11.587,1.6601,20077,34.255,8.1162,5.8686,1359.1,518.76,555.82,1198.5,1094.6,14.635,16.333,206.07,1341.3,7783.4,1.0594,31.094,192.2,1341.2,7518.7,9.4854,0.014509,290.94,56.555,17.878,10.727
7.035,0,0.033798,13.519,1.7478,21178,33.791,8.1877,6.2557,1379.5,518.79,557.87,1209.9,1102.2,14.639,16.445,213.41,1374.7,7820.7,1.062,31.598,199.13,1374.6,7540.9,9.527,0.014859,293.85,57.967,18.379,11.028
8.04,0,0.03863,15.452,1.8402,22272,33.307,8.2694,6.6015,1400.5,518.82,559.91,1221.4,1110.5,14.643,16.559,220.98,1408.1,7858.3,1.0648,32.114,206.29,1407.9,7563.3,9.5483,0.015221,296.78,59.379,18.89,11.334
9.045,0,0.043462,17.385,1.934,23371,32.867,8.376,6.9169,1420.8,518.87,561.99,1232.7,1118.4,14.648,16.674,228.66,1441.7,7895.9,1.0677,32.606,213.54,1441.4,7585.4,9.5624,0.015571,299.67,60.79,19.407,11.644
