time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
0,0,0,0,1.38,18072,36.564,7.5387,5.1097,1283.6,518.67,551.02,1164.5,1059.1,14.623,16.053,184.69,1258.3,7678.4,1.0519,28.903,171.88,1258.3,7449.6,9.4494,0.013078,282.29,48,16.487,9.8924
1.005,0,0.0037313,1.4925,1.3804,17887,36.556,7.5394,5.1144,1283.7,518.67,551.02,1164.5,1059.2,14.623,16.054,184.7,1258.3,7678.4,1.0518,28.909,171.89,1258.3,7449.6,9.4506,0.013081,282.3,49.104,16.488,9.8927
2.01,0,0.0074813,2.9925,1.3804,17707,36.557,7.5397,5.122,1283.7,518.68,551.02,1164.5,1059.2,14.624,16.055,184.72,1258.3,7678.4,1.0518,28.908,171.91,1258.3,7449.6,9.4535,0.013081,282.3,50.213,16.489,9.8935
3.015,0,0.011231,4.4925,1.3806,17530,36.556,7.5395,5.1317,1283.7,518.68,551.02,1164.5,1059.2,14.625,16.056,184.73,1258.3,7678.5,1.0517,28.909,171.92,1258.3,7449.6,9.457,0.013081,282.3,51.323,16.49,9.8943
4.02,0,0.014981,5.9925,1.3899,17370,36.421,7.5444,5.145,1287,518.69,551.04,1164.9,1061.6,14.627,16.058,185.01,1258.5,7679.2,1.0517,29.056,172.2,1258.5,7450.2,9.4541,0.013163,282.39,52.432,16.498,9.8988
5.025,0,0.018731,7.4925,1.4682,17802,35.493,7.807,5.2763,1310.6,518.71,551.74,1173.1,1075.1,14.629,16.105,190.17,1272.6,7701.9,1.0537,29.832,177.17,1272.6,7467.5,9.4049,0.013655,284.48,53.542,16.8,10.08
6.03,0,0.022481,8.9925,1.5347,18647,35.086,7.9335,5.4732,1327.6,518.72,553.24,1182.6,1081.5,14.631,16.189,195.95,1298.1,7732.4,1.0557,30.253,182.63,1298,7486.9,9.4448,0.013942,286.89,54.651,17.2,10.32
7.035,0,0.026231,10.493,1.601,19515,34.701,8.0038,5.6539,1343.9,518.74,554.83,1191.7,1087.6,14.633,16.276,201.63,1324.3,7762,1.0577,30.66,187.99,1324.2,7504.8,9.4883,0.01422,289.21,55.756,17.592,10.555
8.04,0,0.029981,11.993,1.6678,20375,34.335,8.0632,5.9693,1359.9,518.76,556.42,1200.6,1093.4,14.636,16.363,207.3,1350.4,7791.1,1.0597,31.054,193.34,1350.3,7522.2,9.5244,0.014492,291.47,56.852,17.981,10.789
9.045,0,0.033731,13.493,1.7364,21231,33.97,8.1229,6.2671,1375.9,518.79,558.01,1209.4,1099.5,14.639,16.451,213.04,1376.3,7820.2,1.0618,31.451,198.76,1376.2,7539.5,9.5533,0.014767,293.72,57.947,18.373,11.024
10.05,0,0.037481,14.993,1.808,22083,33.589,8.1883,6.5372,1392.3,518.82,559.6,1218.4,1106,14.642,16.539,218.94,1402.3,7849.6,1.064,31.855,204.33,1402.1,7557.1,9.5703,0.01505,296.01,59.043,18.771,11.263
11.055,0,0.041231,16.493,1.8804,22938,33.23,8.2464,6.7888,1408.3,518.85,561.21,1227.2,1112.2,14.646,16.628,224.88,1428.4,7878.8,1.0662,32.245,209.94,1428.2,7574.3,9.5829,0.015325,298.27,60.139,19.172,11.503
12.06,0,0.044981,17.993,1.9538,23791,32.906,8.3597,7.0217,1424,518.88,562.84,1236,1118.2,14.65,16.719,230.86,1454.6,7907.9,1.0684,32.626,215.58,1454.3,7591.3,9.5906,0.015596,300.51,61.234,19.574,11.744
13.065,0,0.048731,19.493,2.0282,24643,32.609,8.4778,7.2371,1439.5,518.92,564.47,1244.6,1124.1,14.654,16.809,236.88,1480.7,7936.8,1.0708,32.998,221.27,1480.4,7608,9.594,0.015863,302.71,62.33,19.977,11.986
14.07,0,0.052481,20.993,2.0958,25458,32.394,8.5674,7.4299,1452.8,518.96,566.08,1252.6,1128.6,14.658,16.899,242.54,1506.2,7964.1,1.0729,33.296,226.61,1505.8,7623.3,9.6013,0.016082,304.76,63.358,20.362,12.217
15.075,0,0.056231,22.493,2.1648,26206,32.132,8.6484,7.7228,1466.6,519,567.58,1260.1,1133.8,14.663,16.982,248,1529.8,7989.6,1.0751,33.626,231.76,1529.3,7637.6,9.6013,0.016322,306.69,64.353,20.723,12.434
