time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
0,0,0,0,1.38,18072,36.564,7.5387,5.1099,1283.6,518.67,551.02,1164.5,1059.1,14.623,16.053,184.69,1258.3,7678.4,1.0519,28.903,171.88,1258.3,7449.6,9.4494,0.013078,282.29,48,16.487,9.8924
1.005,0,0.0038462,1.5385,1.3804,17882,36.556,7.5395,5.1148,1283.7,518.67,551.02,1164.5,1059.2,14.623,16.054,184.7,1258.3,7678.4,1.0518,28.909,171.89,1258.3,7449.6,9.4507,0.013081,282.3,49.138,16.488,9.8927
2.01,0,0.0077115,3.0846,1.3804,17696,36.557,7.5398,5.1228,1283.7,518.68,551.02,1164.5,1059.2,14.624,16.055,184.72,1258.3,7678.4,1.0518,28.908,171.91,1258.3,7449.6,9.4536,0.013081,282.3,50.282,16.489,9.8936
3.015,0,0.011577,4.6308,1.3806,17513,36.556,7.5396,5.1329,1283.7,518.68,551.02,1164.5,1059.2,14.626,16.056,184.73,1258.3,7678.5,1.0517,28.909,171.92,1258.3,7449.6,9.4574,0.013081,282.3,51.425,16.491,9.8944
4.02,0,0.015442,6.1769,1.3989,17375,36.278,7.562,5.1512,1290,518.69,551.06,1165.5,1063.7,14.627,16.06,185.41,1259,7680.4,1.0519,29.177,172.6,1259,7451.3,9.4431,0.013236,282.55,52.569,16.514,9.9086
5.025,0,0.019308,7.7231,1.4801,17920,35.397,7.8406,5.3061,1313.8,518.71,551.94,1174.7,1076.5,14.629,16.117,191.12,1276.2,7706.7,1.0541,29.922,178.07,1276.1,7470.8,9.4056,0.013715,284.87,53.712,16.862,10.117
6.03,0,0.023173,9.2692,1.5481,18800,34.993,7.9545,5.507,1331,518.73,553.52,1184.3,1082.9,14.631,16.204,197.03,1302.7,7737.9,1.0561,30.346,183.65,1302.6,7490.3,9.4501,0.014004,287.33,54.856,17.273,10.364
7.035,0,0.027038,10.815,1.6164,19694,34.603,8.0243,5.7222,1347.8,518.75,555.16,1193.7,1089.1,14.634,16.294,202.88,1329.7,7768.3,1.0581,30.761,189.17,1329.6,7508.7,9.4936,0.014288,289.7,55.992,17.676,10.606
8.04,0,0.030904,12.362,1.6855,20579,34.228,8.0849,6.0418,1364.2,518.77,556.8,1202.8,1095.1,14.637,16.384,208.73,1356.6,7798.3,1.0602,31.166,194.69,1356.4,7526.6,9.5288,0.014568,292.03,57.121,18.077,10.846
9.045,0,0.034769,13.908,1.7572,21458,33.843,8.1475,6.3421,1380.8,518.8,558.43,1211.9,1101.6,14.64,16.474,214.69,1383.3,7828.3,1.0624,31.58,200.32,1383.1,7544.5,9.5557,0.014856,294.37,58.251,18.482,11.089
10.05,0,0.038635,15.454,1.8313,22338,33.459,8.2138,6.6153,1397.6,518.82,560.08,1221.2,1108.2,14.643,16.566,220.79,1410.1,7858.6,1.0647,31.991,206.07,1409.9,7562.5,9.5718,0.015144,296.72,59.38,18.894,11.336
11.055,0,0.0425,17,1.9062,23219,33.094,8.2849,6.8685,1414,518.86,561.74,1230.2,1114.5,14.647,16.658,226.92,1437,7888.7,1.0669,32.389,211.87,1436.8,7580.2,9.5833,0.015426,299.04,60.509,19.308,11.585
12.06,0,0.046365,18.546,1.9822,24098,32.778,8.4114,7.1023,1430.1,518.89,563.42,1239.2,1120.7,14.651,16.751,233.1,1464,7918.6,1.0693,32.778,217.7,1463.7,7597.6,9.5896,0.015704,301.33,61.638,19.722,11.833
13.065,0,0.050231,20.092,2.0589,24974,32.479,8.5301,7.3176,1445.8,518.93,565.11,1248,1126.6,14.656,16.845,239.31,1490.9,7948.3,1.0717,33.153,223.57,1490.6,7614.7,9.5916,0.015975,303.59,62.762,20.138,12.083
14.07,0,0.054096,21.638,2.126,25772,32.269,8.6049,7.5438,1459,518.97,566.71,1255.8,1131.1,14.66,16.934,244.88,1516.1,7975,1.0739,33.448,228.82,1515.7,7629.5,9.5998,0.016192,305.59,63.787,20.516,12.309
15.075,0,0.057962,23.185,2.1982,26543,32,8.6717,7.8564,1473.2,519.02,568.31,1263.6,1136.4,14.665,17.02,250.58,1540.5,8001.5,1.0761,33.788,234.2,1540,7644.1,9.5962,0.016439,307.6,64.812,20.893,12.536
16.08,0,0.061827,24.731,2.2717,27320,31.735,8.6911,8.1492,1487.3,519.07,570.01,1271.6,1141.6,14.671,17.108,256.44,1565,8028.4,1.0785,34.113,239.74,1564.4,7658.4,9.5824,0.016681,309.64,65.837,21.279,12.767
17.085,0,0.065692,26.277,2.3455,28096,31.494,8.6958,8.4269,1501,519.12,571.74,1279.5,1146.6,14.676,17.197,262.28,1589.7,8055.3,1.0808,34.43,245.25,1589,7672.3,9.573,0.016917,311.67,66.862,21.664,12.999
18.09,0,0.069558,27.823,2.4305,28985,31.179,8.758,8.7062,1516.9,519.17,573.48,1287.9,1153,14.682,17.296,268.65,1613.2,8083.4,1.0836,34.82,251.28,1612.4,7687.4,9.5636,0.017203,313.83,67.887,22.075,13.245
19.095,0,0.073423,29.369,2.523,29950,30.874,8.8881,8.9944,1533.3,519.23,575.28,1296.9,1159.4,14.689,17.403,275.72,1637.8,8114.5,1.0866,35.208,257.97,1636.9,7704.9,9.5442,0.017494,316.17,68.913,22.535,13.521
20.1,0,0.077288,30.915,2.608,30892,30.659,8.9859,9.2521,1547.6,519.29,577.09,1305.5,1164.3,14.695,17.509,282.47,1662.1,8144.3,1.0895,35.519,264.33,1661.1,7721.1,9.5317,0.017732,318.36,69.873,22.982,13.789
21.105,0,0.081154,32.462,2.6931,31741,30.397,9.071,9.4836,1562.2,519.35,578.74,1313.3,1170.2,14.702,17.608,288.85,1684.3,8171.5,1.0923,35.86,270.36,1683.2,7735.8,9.5153,0.017989,320.4,70.79,23.392,14.035
22.11,0,0.085019,34.008,2.7795,32588,30.14,9.1553,9.7014,1576.7,519.42,580.4,1321.2,1176,14.709,17.707,295.28,1706.5,8198.6,1.0952,36.196,276.45,1705.3,7750.3,9.4965,0.018245,322.42,71.706,23.804,14.282
23.115,0,0.088885,35.554,2.8669,33433,29.889,9.2445,9.9577,1591,519.49,582.07,1328.9,1181.7,14.717,17.806,301.73,1728.7,8225.4,1.0982,36.527,282.55,1727.3,7764.5,9.4763,0.018498,324.42,72.622,24.216,14.53
